name,rubro,email,phone,whatsapp,best_outreach_number,address,city,province,website,instagram,facebook,linkedin,source,lead_score,lead_tier,contact_channel
Colegio de las Victorias,Capacitacion,colegio@delasvictorias.com.ar,+541149311233,,+541149311233,J Mármol 780,Boedo - Ciudad de Buenos Aires,,http://www.delasvictorias.com.ar,,https://www.facebook.com/delas.victorias,,Paginas Amarillas,60,B,phone
Hda Soft SRL,Capacitacion,info@hdasoft.com,+541143283164,,+541143283164,Av Belgrano 845 Piso 8,Monserrat - Ciudad de Buenos Aires,,http://www.hdasoft.com,,https://www.facebook.com/hdasoft,,Paginas Amarillas,60,B,phone
Centro de Tratamiento Oncologico,Cardiologos,oncologicovenadotuerto@gmail.com,+543462461161,,+543462461161,Ruta 8,Venado Tuerto - Santa Fe,,http://www.ctovenado.com.ar,,https://www.facebook.com/centro-de-tratamiento-oncologico-113800360053386,,Paginas Amarillas,60,B,phone
Instituto Cardiológico de la Sierra,Cardiologos,icasicardio@yahoo.com.ar,+542494423432,,+542494423432,Chacabuco 1161,Tandil - Buenos Aires,,http://www.icasi-tandil.com,,https://www.facebook.com/instituto-cardiologico-de-la-sierra-288358145357687,,Paginas Amarillas,60,B,phone
Instituto Medico Olavarria SA,Cardiologos,gerencia@imosa.com.ar,+542284442402,,+542284442402,Gral Paz 2540,Olavarría - Buenos Aires,,http://www.institutomedicoolavarria.com,,https://www.facebook.com/institutomedicoolavarria,,Paginas Amarillas,60,B,phone
Sanatorio Garay SA,Cardiologos,fideicomisosg@arnetbiz.com.ar,+543424552360,,+543424552360,Rivadavia 3130,Santa Fe - Santa Fe,,https://www.sanatoriogaray.com,,https://www.facebook.com/sanatoriogaray,,Paginas Amarillas,60,B,phone
Sanatorio Regional,Cardiologos,info@sanatorio-regional.com.ar,+543814218181,,+543814218181,Av J B Justo 1592,San Miguel de Tucumán - Tucuman,,www.sanatorio-regional.com.ar,,https://www.facebook.com/sanatorio-regional-463158974475268,,Paginas Amarillas,60,B,phone
Sanatorio San Roque,Cardiologos,sntsanroque@hotmail.com,+543854272735,,+543854272735,España 431,La Banda - Santiago del Estero,,http://www.sanroque-sanatorio.com.ar,,https://www.facebook.com/sanroquesanatorio,,Paginas Amarillas,60,B,phone
Granja Ruta 8 de Casse Carlos,Carniceria,lore_casse@hotmail.com,+541144511556,,+541144511556,Av Pte A Illia 2225,Muñiz - Buenos Aires,,http://www.facebook.com/granjaruta8,,https://www.facebook.com/granjaruta8/,,Paginas Amarillas,60,B,phone
Guadalupe - Tu Mejor Opcion,Carniceria,mondinogaston@hotmail.com,+543414360610,,+543414360610,Av Alberdi 329,Rosario - Santa Fe,,http://www.carniceriaguadalupe.com,,https://www.facebook.com/carniceria-guadalupe-239184442859004,,Paginas Amarillas,60,B,phone
Carpinteria la Tranquera,Carpinteria,pablocroxatto@gmail.com,+541142427355,,+541142427355,Quirno Costa 676 PB,Remedios de Escalada - Buenos Aires,,www.carpinteria-latranquera.blogspot.com.ar,,http://www.facebook.com/search/str/carpinteria+la+tranquera/,,Paginas Amarillas,60,B,phone
Maderera Don Luigi,Carpinteria,madereradonluigi@gmail.com,+542342423503,,+542342423503,Moya 569,Bragado - Buenos Aires,,http://www.madereradonluigi.com,,https://www.facebook.com/maderera-don-luigi-231230831140212,,Paginas Amarillas,60,B,phone
Vidrios Lh,Carpinteria,aberturas_lh@hotmail.com,+543584651929,,+543584651929,Av A Sabattini 2897,Río Cuarto - Cordoba,,http://www.aberturaslh.com.ar/,,https://www.facebook.com/AberturasLh/,,Paginas Amarillas,60,B,phone
Acriltec,Carteleria,acriltec@hotmail.com,+543415682484,,+543415682484,Av J D Perón 6164,Rosario - Santa Fe,,http://www.acriltecrosario.com,,https://www.facebook.com/acriltec-261376777210077,,Paginas Amarillas,60,B,phone
Almanaques Os-Car,Carteleria,,+542494441301,+549249154641481,+549249154641481,Av Marconi 534,Tandil - Buenos Aires,,,,,,Paginas Amarillas,60,B,whatsapp
D Natalini & Asoc.,Carteleria,diego@dnatalini.com.ar,+541146651589,,+541146651589,General J A Roca 2093 Piso 1,Hurlingham - Buenos Aires,,http://www.dnatalini.com.ar,,https://www.facebook.com/dnatalinicorporeos,,Paginas Amarillas,60,B,phone
Grafica Jr SRL,Carteleria,familiadeimpresores@gmail.com,+541149530754,,+541149530754,Lavalle 2108,Once (Balvanera) - Ciudad de Buenos Aires,,www.graficajr.com.ar,,https://www.facebook.com/familia.de.impresiones,,Paginas Amarillas,60,B,phone
Imagen 3 Grafica,Carteleria,imagen3grafica@hotmail.com,+541146643797,,+541146643797,Av Ricardo Balbín 563,San Miguel - Buenos Aires,,http://www.imagen3grafica.com,,https://www.facebook.com/imagen3grafica,,Paginas Amarillas,60,B,phone
Inky,Carteleria,hola@inky.com.ar,+5492215230733,,+5492215230733,La Plata,La Plata - Buenos Aires,,www.inky.com.ar,,https://www.facebook.com/inkyimprentaonline/,,Paginas Amarillas,60,B,phone
Letreros Publiquil,Carteleria,publiquilargentina@gmail.com,+5491151516622,,+5491151516622,Quilmes,Bernal Oeste - Buenos Aires,,www.letrerospubliquil.com.ar,,https://www.facebook.com/Publiquil-422966081135885/,,Paginas Amarillas,60,B,phone
Quetal SA - Soluciones Graficas,Carteleria,quetalgrafica@gmail.com,+541143221630,,+541143221630,Av Corrientes 535,Centro (San Nicolás) - Ciudad de Buenos Aires,,http://quetalgrafica.com.ar/,,https://www.facebook.com/quetalsolucionesgraficas,,Paginas Amarillas,60,B,phone
Banco Regional de Cuyo SA,Casas De Cambio,atencionalcliente@supervielle.com.ar,+542657421940,,+542657421940,Av Mitre 649,Villa Mercedes - San Luis,,www.bancoregional.com.ar,,www.facebook.com/bancosupervielle,,Paginas Amarillas,60,B,phone
Inmobiliaria Presidente,Casas De Cambio,informes@presidente.com.ar,+542614297888,,+542614297888,Sarmiento 602,Mendoza - Mendoza,,http://www.presidente.com.ar,,https://www.facebook.com/presidentedesarrollosinmobiliarios/,,Paginas Amarillas,60,B,phone
Melluso Salvador Cocheria,Casas De Cambio,joselsanchez@speedy.com.ar,+542920461401,,+542920461401,Bynon 304,Carmen de Patagones - Buenos Aires,,http://www.mellusosalvador.com,,https://www.facebook.com/empresasalvadormelluso,,Paginas Amarillas,60,B,phone
Palmar SA,Casas De Cambio,info@palmarsa.com.ar,+543514961314,,+543514961314,Piero Astori 1398,Córdoba - Cordoba,,http://www.palmarsa.com.ar,,https://www.facebook.com/palmarcordoba/,,Paginas Amarillas,60,B,phone
Braseria a Fuego Lento,Catering,marcelo_df_66@hotmail.com,+543584646927,,+543584646927,F Muñíz 861,Río Cuarto - Cordoba,,https://www.facebook.com/Braseria-fuego-lento-1660741510826350/,,https://www.facebook.com/braseria-fuego-lento-1660741510826350,,Paginas Amarillas,60,B,phone
Delicias de la Aldea,Catering,carlosdanielieventos@yahoo.com.ar,+5493515110568,,+5493515110568,cochabamba 4350,Villa Carlos Paz - Cordoba,,http://www.deliciasdelaaldea.com.ar,,https://www.facebook.com/DeliciasDeLaAldea,,Paginas Amarillas,60,B,phone
El Rey del Sándwich,Catering,reysandwich@gmail.com,+542234955897,,+542234955897,S Del Estero 3166,Mar del Plata - Buenos Aires,,http://reydelsandwich.blogspot.com/,,https://www.facebook.com/reydelsandwichmdq,,Paginas Amarillas,60,B,phone
Guadalupe Eventos - Horacio M Costa,Catering,eventosguadaluppe@yahoo.com.ar,+5491149380271,,+5491149380271,Independencia 105,Cañuelas - Buenos Aires,,http://www.guadalupe-eventos.com,,https://www.facebook.com/guadalupe-eventos-184646678534844,,Paginas Amarillas,60,B,phone
Marmara,Catering,marmaracatering@yahoo.com,+541147949865,,+541147949865,Carlos Gardel 2018,Olivos - Buenos Aires,,www.marmaracatering.com.ar,,https://www.facebook.com/marmara.olivos,,Paginas Amarillas,60,B,phone
Pablo Nicito Eventos,Catering,pablonicito@yahoo.com.ar,+542614122286,,+542614122286,Neuquén 1445,Las Heras - Mendoza,,www.pablonicitoeventos.com.ar,,https://www.facebook.com/Pablo-Nicito-Catering-2958721275751,,Paginas Amarillas,60,B,phone
Panaderia & Confiteria la Fueguina,Catering,carolinaclem03@hotmail.com,+542804437485,,+542804437485,Pellegrini 1325,Trelew - Chubut,,http://www.panaderialafueguina.com,,https://www.facebook.com/panaderialafueguinatw,,Paginas Amarillas,60,B,phone
Panaderia y Confiteria Amuyen,Catering,lucaszleonidas@hotmail.com,+542994331038,,+542994331038,Mara 2679,Neuquén - Neuquen,,https://www.facebook.com/profile.php?id=100005132208953,,https://www.facebook.com/profile.php?id=100005132208953,,Paginas Amarillas,60,B,phone
Parrilla y Rotiseria Saborearte de Mateo Palacios,Catering,sandramarinav@hotmail.com,+542317428017,,+542317428017,Av San Martín 1904,9 de Julio - Buenos Aires,,http://www.parrillayrotiseriasaborearte.com,,https://www.facebook.com/Saborearte-147903706030515/,,Paginas Amarillas,60,B,phone
Pata al Horno,Catering,info@pataalhorno.com.ar,+543484426703,,+543484426703,Mitre 420,Escobar - Buenos Aires,,http://www.pataalhorno.com.ar,,https://www.facebook.com/Pataalhorno/,,Paginas Amarillas,60,B,phone
Patas Flambeadas a Punto,Catering,isolinamenghi1@gmail.com,+5493512823080,,+5493512823080,Maria Guerrero 2463,Córdoba - Cordoba,,http://www.patasflambeadasapunto.com,,https://www.facebook.com/pataapunto,,Paginas Amarillas,60,B,phone
Pizzería Valentín,Catering,maximieres91@gmail.com,+5491136642690,,+5491136642690,G Miró 349,Banfield - Buenos Aires,,http://www.pizzeriavalentin.com,,https://www.facebook.com/Pizzeria-Valentin-100391651852278/,,Paginas Amarillas,60,B,phone
Puerto Argentino - Panadería y Confitería,Catering,antonioercolano@hotmail.es,+542374843470,,+542374843470,Patricio Ham 610,General Rodríguez - Buenos Aires,,http://www.panaderiapuertoargentino.com,,https://www.facebook.com/puerto-argentino-panaderia-y-confiteria-108476257535608,,Paginas Amarillas,60,B,phone
Viandas la Cuisine,Catering,franco.mariangeles@gmail.com,+542234805574,,+542234805574,Solís 4833,Mar del Plata - Buenos Aires,,www.lecuisineviandas.com.ar,,https://www.facebook.com/ViandasLaCuisine,,Paginas Amarillas,60,B,phone
Xpress - Alimentación del Centro SA,Catering,ventas@xpresscba.com.ar,+5493513860346,,+5493513860346,Av Gral Savio 5731,Ferreyra - Cordoba,,http://www.xpresscba.com.ar,,https://www.facebook.com/xpress.cba,,Paginas Amarillas,60,B,phone
Corralon el Marquez 1,Cemento,corralonelmarquez_28-74@hotmail.com.ar,+543872274363,,+543872274363,H Yrigoyen 160,Campo Santo - Salta,,http://www.corralonelmarquez.com,,https://www.facebook.com/Corralon-El-Marquez-SRL-104212834652943,,Paginas Amarillas,60,B,phone
Corralon el Marquez 2,Cemento,hectorjaimemarquez@gmail.com,+543874903789,,+543874903789,Chacabuco 261,El Bordo - Salta,,http://www.corralonelmarquez.com,,https://www.facebook.com/corralon-el-marquez-srl-104212834652943,,Paginas Amarillas,60,B,phone
Ferretti,Cemento,ventas@ferretti-cf.com.ar,+543584644839,,+543584644839,Ecuador 582,Río Cuarto - Cordoba,,http://www.ferretti-cf.com.ar,,https://www.facebook.com/ferrettimateriales,,Paginas Amarillas,60,B,phone
Juan H Marchal - Mat de Construccion,Cemento,info@juanhmarchal.com,+542234720063,,+542234720063,Av Independencia 3336,Mar del Plata - Buenos Aires,,http://www.juanhmarchal.com,,https://www.facebook.com/juanhmarchalmdp/,,Paginas Amarillas,60,B,phone
Metalum,Cemento,metalum@fibertel.com.ar,+541146836582,,+541146836582,Monte 5648,Mataderos - Ciudad de Buenos Aires,,http://www.metalum-herreria.com,,https://www.facebook.com/aberturasmetalum,,Paginas Amarillas,60,B,phone
Myc los Primos,Cemento,contacto@myclosprimos.com.ar,+542304472560,,+542304472560,Ruta 8 Km 47.200,La Lonja - Buenos Aires,,www.myclosprimos.com.ar,,www.facebook.com/myclosprimos,,Paginas Amarillas,60,B,phone
Vinser Construcciones,Cemento,vinser@live.com,+541149428333,,+541149428333,C Castillo 3050,Parque Patricios - Ciudad de Buenos Aires,,http://www.vinserconstrucciones.com,,https://www.facebook.com/vinser-construcciones-1295150957315328,,Paginas Amarillas,60,B,phone
Limay Revestimientos,Ceramicas,limayrevestimientos@gmail.com,+5492996349486,,+5492996349486,Antártida Arg S/N,Neuquén - Neuquen,,https://www.limayrevestimientos.com/,,https://www.facebook.com/limay.revestimientos,,Paginas Amarillas,60,B,phone
Limay Revestimientos,Ceramicas,sovega1981@hotmail.com,+5492996728642,,+5492996728642,Montivideo 485,Neuquén - Neuquen,,https://www.limayrevestimientos.com/,,https://www.facebook.com/limay.revestimientos,,Paginas Amarillas,60,B,phone
Lino Pinturerías,Ceramicas,linopintureriasvm@hotmail.com,+542657428320,,+542657428320,25 De Mayo 1021,Villa Mercedes - San Luis,,http://www.linopinturerias.com.ar,,https://www.facebook.com/linovillamercedes,,Paginas Amarillas,60,B,phone
Marmoleria Forte Dei Marmi,Ceramicas,info@fortedeimarmi.com.ar,+541144593717,,+541144593717,Av Libertador 105,Vicente López - Buenos Aires,,http://www.fortedeimarmi.com.ar,,https://www.facebook.com/marmoleriaforte,,Paginas Amarillas,60,B,phone
Marmoleria Ruta 4,Ceramicas,consultas@marmoleria-ruta-4.com.ar,+541153079420,,+541153079420,CAMINO D CINTURA 5835,9 de Abril - Buenos Aires,,http://www.marmoleria-ruta-4.com,,https://www.facebook.com/marmoleria-ruta-4-100064033900896,,Paginas Amarillas,60,B,phone
Marmolería San Cayetano - Boretto Juan,Ceramicas,marmoleria_sancayetano@hotmail.com,+543534534636,,+543534534636,Tucumán 2261,Villa María - Cordoba,,http://www.marmoleriascayetano.com,,https://www.facebook.com/marmoler%c3%ada-san-cayetano-103825231501797,,Paginas Amarillas,60,B,phone
Agroplanta SRL,Cercos,agroplantasrl@gmail.com,+542994776108,,+542994776108,"Ruta 151 Km 4,5",Cipolletti - Rio Negro,,http://www.agroplantasrl.com,,https://www.facebook.com/agroplantasrl.vivero.5,,Paginas Amarillas,60,B,phone
Bambu-Guazu,Cercos,ventas@bambuguazu.com,+541149198158,,+541149198158,Cnel Chilavert 2972,Nueva Pompeya - Ciudad de Buenos Aires,,www.bambuguazu.com,,https://www.facebook.com/bambuguazufan,,Paginas Amarillas,60,B,phone
Cerroclor,Cercos,info@cerroclor.com.ar,+543514750362,,+543514750362,Rivadavia 4381,Córdoba - Cordoba,,http://www.cerroclor.com.ar,,https://www.facebook.com/CerroClor/,,Paginas Amarillas,60,B,phone
Electric Innovación,Cercos,electric.inovacion@gmail.com,+5492236029498,,+5492236029498,El Carpintero 250,Santa Clara del Mar - Buenos Aires,,http://www.electricinnovacion.com,,https://www.facebook.com/electric-innovación-635642090405679,,Paginas Amarillas,60,B,phone
Luis Pools Piscinas de Hormigón,Cercos,luisalcaraz9001@gmail.com,+5491125698382,,+5491125698382,E Perón 8960,Moreno - Buenos Aires,,http://www.piscinasdehormigonluispools.com,,https://www.facebook.com/piletas-de-hormigon-426959311184808,,Paginas Amarillas,60,B,phone
Municipalidad de Benito Juárez,Cercos,info@benitojuarez.gov.ar,+542292451400,,+542292451400,Av Mitre 42,Benito Juárez - Buenos Aires,,http://www.benitojuarez.gov.ar,,https://www.facebook.com/municipalidad-de-benito-juárez-671525542976549/?eid=arb5xfb2lymkklz9alu-ng7,,Paginas Amarillas,60,B,phone
Oro Rojo Quebracho,Cercos,elororojo@hotmail.com,+5491133147682,,+5491133147682,Colectora Norte Acceso Oeste 1769,Moreno - Buenos Aires,,http://www.ororojoquebracho.com,,https://www.facebook.com/ororojoquebracho,,Paginas Amarillas,60,B,phone
Premoldeados de Hormigon,Cercos,danilojbordon@hotmail.com,+543402497414,,+543402497414,9 De Julio 3060,Pueblo Esther - Santa Fe,,http://www.premoldeadosbordon.com/,,https://www.facebook.com/premoldeadosdehormigon.bordon?fref=,,Paginas Amarillas,60,B,phone
Secure Pool,Cercos,mdq@securepool.com.ar,+542234673686,,+542234673686,Calle 30 - Ex 17,El Faro - Buenos Aires,,http://www.securepool.com.ar,,https://www.facebook.com/secure.pool.cercos/,,Paginas Amarillas,60,B,phone
Bazan Carlos Alberto,Cerraduras,info@bazanseguridad.com.ar,+542234932982,,+542234932982,Falucho 2190,Mar del Plata - Buenos Aires,,www.bazanseguridad.com.ar,,https://www.facebook.com/bazanseguridad/,,Paginas Amarillas,60,B,phone
Maderera San Carlos,Cerraduras,madererasancarlostandil@gmail.com,+542494443824,,+542494443824,Liniers 1015,Tandil - Buenos Aires,,http://www.madererasancarlos.com,,https://www.facebook.com/maderera-san-carlos-tandil-332374747509192,,Paginas Amarillas,60,B,phone
Cerrajeria Bonina,Cerrajeria,cerrajeriabonina@outlook.com,+541121982301,,+541121982301,J B Alberdi 1415,Olivos - Buenos Aires,,http://www.cerrajeriabonina.milandingpro.com/,,https://www.facebook.com/Cerrajeria-Bonina-1028160277289135,,Paginas Amarillas,60,B,phone
Cerrajería García,Cerrajeria,celtagarcia44@gmail.com,+5491132852376,,+5491132852376,Int Tomkinson 847,Béccar - Buenos Aires,,http://www.cerrajeriagarciabeccar.com,,https://www.facebook.com/104536511722262,,Paginas Amarillas,60,B,phone
Cerrajería Parque,Cerrajeria,cerrajeriaparque@gmail.com,+542262430393,,+542262430393,Diag San Martín 1217,Necochea - Buenos Aires,,http://www.cerrajeria-parque.com,,https://www.facebook.com/cerrajeriaparque91y32,,Paginas Amarillas,60,B,phone
Key Codificada,Cerrajeria,keycodificadas@hotmail.com,+541152632122,,+541152632122,Av Maipú 2184,Olivos - Buenos Aires,,www.keycodificada.com,,www.facebook.com/keycodificadas,,Paginas Amarillas,60,B,phone
Antares - Cerveceria Artesanal,Cerveceria,clementemdq@hotmail.com,+542234924455,,+542234924455,Córdoba 3025,Mar del Plata - Buenos Aires,,http://www.cervezaantares.com,,https://www.facebook.com/CerveceriaAntaresOficial/,,Paginas Amarillas,60,B,phone
Ceres Cerveceria Artesanal,Cerveceria,cerespub@arnet.com.ar,+5491162479422,,+5491162479422,Av Libertador 2539,Victoria - Buenos Aires,,www.cerveceriaceres.com,,https://www.facebook.com/cerveceriaceres,,Paginas Amarillas,60,B,phone
Cerveceria Alemana-Restaurante,Cerveceria,rccerveceriaalemana@gmail.com,+542214826746,,+542214826746,CALLE 10 Y 57 1205 PA,La Plata - Buenos Aires,,http://www.cerveceriaalemana.com.ar/,,https://www.facebook.com/cerveceria.alemana.lp/,,Paginas Amarillas,60,B,phone
Cerveceria Artesanal Neffer,Cerveceria,cervecerianeffer@yahoo.com.ar,+541142195253,,+541142195253,P Corvera 640,Claypole - Buenos Aires,,http://www.cervecerianeffer.com.ar,,https://www.facebook.com/neffercerveza/,,Paginas Amarillas,60,B,phone
Cerveceria Popular,Cerveceria,cerveceriapopular@yahoo.com.ar,+541142524947,,+541142524947,25 De Mayo 93,Bernal Este - Buenos Aires,,www.cerveceriapopular.com.ar,,https://www.facebook.com/Cervecer%C3%ADa-Popular-112740929297,,Paginas Amarillas,60,B,phone
Cerveceria Viejo Münich,Cerveceria,ventas@viejomunich.com,+543546463122,,+543546463122,Av San Martín 362,Villa General Belgrano - Cordoba,,www.cervezaartesanal.com,,https://www.facebook.com/pg/viejo.munich/about,,Paginas Amarillas,60,B,phone
Cerveza Una Mas,Cerveceria,fernando@cervezaunamas.com,+541146992256,,+541146992256,Cavia 658,Lomas del Mirador - Buenos Aires,,http://www.cervezaunamas.com,,https://www.facebook.com/cervezaunamas,,Paginas Amarillas,60,B,phone
Octobeer,Cerveceria,octobeervcp@gmail.com,+5491161782876,,+5491161782876,B D'Elía 132,Villa Carlos Paz - Cordoba,,http://www.octobeer.com.ar,,https://www.facebook.com/OctobeerVCP/,,Paginas Amarillas,60,B,phone
Rock Me Beer,Cerveceria,ariel.tondo@hotmail.com,+5493541541634,,+5493541541634,9 De Julio 50,Villa Carlos Paz - Cordoba,,https://www.facebook.com/rockmebeer/,,https://www.facebook.com/saludser.cl/?rf=435462936504781,,Paginas Amarillas,60,B,phone
Automotores Fernández,Chapistas,chapaypinturaautomotriz@gmail.com,+541146717125,,+541146717125,Fernández 1631,Parque Avellaneda - Ciudad de Buenos Aires,,http://www.automotoresfernandez.com,,https://www.facebook.com/auto.fernandez.pintura,,Paginas Amarillas,60,B,phone
El Nuevo Ciervo Nac e Importados-Sacabollos,Chapistas,,+541142510210,+549111535534624,+549111535534624,Av Los Quilmes 421,Bernal Oeste - Buenos Aires,,,,,,Paginas Amarillas,60,B,whatsapp
Bennett Anderson Gonzalez y Cia SA,Cintas Transportadoras,info@bennettanderson.com.ar,+541147615007,,+541147615007,J S Agüero 1815,Florida - Buenos Aires,,http://www.bennettanderson.com.ar,,https://www.facebook.com/bennett-anderson-gonz%c3%a1lez-transmisiones-111805547161925,,Paginas Amarillas,60,B,phone
Cetir Sh,Cirugia Estetica,cetir@arnetbiz.com.ar,+543462434154,,+543462434154,Chacabuco 1046,Venado Tuerto - Santa Fe,,http://www.cetir-sh.com,,https://www.facebook.com/cetir-sh-373405753290100,,Paginas Amarillas,60,B,phone
Clinica Jury - Dr Luis Jury,Cirugia Estetica,clinicajury@gmail.com,+542343440818,,+542343440818,Sgto Cabral 427,Norberto de la Riestra - Buenos Aires,,http://www.centrojury.com.ar,,https://www.facebook.com/Clinica-Jury-289353381090336,,Paginas Amarillas,60,B,phone
Consultorios Regional,Cirugia Estetica,dramarta@knett.com.ar,+543464422886,,+543464422886,Bv De La Torre 2269,Casilda - Santa Fe,,http://www.centromedicoregional.com,,https://www.facebook.com/consultorios-regional-805198913198904,,Paginas Amarillas,60,B,phone
Gloria - Terapias Colonicas,Cirugia Estetica,gloriaterapiascolonicas@gmail.com,+5493548638987,,+5493548638987,L N Alem 757,Capilla del Monte - Cordoba,,http://www.terapiascolonicas.com,,https://www.facebook.com/gloriaterapiascolonicas,,Paginas Amarillas,60,B,phone
Maison Barragan Med Spa,Cirugia Estetica,info@maisonbarragan.com.ar,+541148121542,,+541148121542,Av Santa Fe 1391 Piso 1,Retiro - Ciudad de Buenos Aires,,http://www.maisonbarragnpeinadosunisex.com,,https://www.facebook.com/maisonbarraganspaurbano,,Paginas Amarillas,60,B,phone
Mottura - Cirugia Estetica,Cirugia Estetica,info@esteticamottura.com,+543514607071,,+543514607071,Av Vélez Sársfield 2110,Córdoba - Cordoba,,http://www.esteticamottura.com,,https://www.facebook.com/Cl+¡nica-Mottura-220508718010410/,,Paginas Amarillas,60,B,phone
Aguas Limpias Piscinas,Climatizacion,fyfnatatorios@yahoo.com.ar,+5491158937474,,+5491158937474,Edison 2712,Martínez - Buenos Aires,,aguaslimpiaspiscinas.com.ar,,https://www.facebook.com/aguas-limpias-natatorios-318277089093952,,Paginas Amarillas,60,B,phone
Frigo Soluciones,Climatizacion,frigosoluciones@hotmail.com,+5492954540933,,+5492954540933,Jazmines 236,Santa Rosa - La Pampa,,http://www.frigo-soluciones.com,,https://www.facebook.com/frigosoluciones-2453699454857546,,Paginas Amarillas,60,B,phone
Refrigeración Manzur - Agente Oficial Surrey,Climatizacion,ventas@refrigeracionmanzur.com.ar,+5492657583917,,+5492657583917,San Martín 722,Villa Mercedes - San Luis,,http://www.manzurrefrigeracion.com,,https://www.facebook.com/manzurrefrigeracion,,Paginas Amarillas,60,B,phone
Revestimiento Venecia,Climatizacion,info@arquepools.com.ar,+541142921004,,+541142921004,García Del Río 960,Temperley - Buenos Aires,,WWW.ARQUEPOOLS.COM.AR,,https://www.facebook.com/revestimiento-venecia-2132508666966370/?modal=admin_todo_tour,,Paginas Amarillas,60,B,phone
Total Service,Climatizacion,seerfriomartinez@gmail.com,+5491158127524,,+5491158127524,. . 950 Calle 1282. ING. allan,Florencio Varela - Buenos Aires,,http://www.totalservicebuenosaires.com,,https://www.facebook.com/total-service-102594711230648,,Paginas Amarillas,60,B,phone
Clinica Pirvada de Ojos Santa Lucia,Clinicas,informes@santaluciaclinica.com.ar,+542234932798,,+542234932798,Jujuy 1486 Piso 1,Mar del Plata - Buenos Aires,,http://www.clinicasantalucia.com.ar,,https://www.facebook.com/santaluciaclinica,,Paginas Amarillas,60,B,phone
Genética Medica - Dra. Avila Silvia - Mp 2268 - M Esp 1930,Clinicas,genetnqn@gmail.com,+542994488980,,+542994488980,General Villegas 470,Neuquén - Neuquen,,http://www.centrodegeneticanqn.com,,https://www.facebook.com/consultorio-de-genética-y-laboratorio-de-citogenética-470834970391695,,Paginas Amarillas,60,B,phone
Residencia Geriátrica San Nicolás- Av. de Mayo,Clinicas,diegoalbertofernandez@hotmail.com,+541121407383,,+541121407383,Av. De Mayo 1425,Ramos Mejía - Buenos Aires,,http://www.sannicolasresidencias.com,,https://www.facebook.com/100085654298660,,Paginas Amarillas,60,B,phone
Veterinaria Buena Vista,Clinicas,info@buenavistaveterinaria.com,+541146684197,,+541146684197,Av Pte A Illia 945,Bella Vista - Buenos Aires,,http://www.veterinaria-buenavista.com,,https://www.facebook.com/veterinaria-buena-vista-1412493725503243,,Paginas Amarillas,60,B,phone
Adc Coaching Empresarial y Personal,Coaching,gabrieladietz@gmail.com,+5493434383925,,+5493434383925,Gral M Belgrano 294,Paraná - Entre Rios,,http://www.arcadietzyasociados.com,,https://www.facebook.com/arcadietz,,Paginas Amarillas,60,B,phone
Adriana Bollo Coach,Coaching,adrianabollocoach@gmail.com,+5493515318508,,+5493515318508,Tagore 400,Villa Carlos Paz - Cordoba,,http://adrianabollocoach.com/,,https://www.facebook.com/liderazgoabollo,,Paginas Amarillas,60,B,phone
Bigiolli Estela Ines Consultora de Salud Natural,Coaching,bigiolli@msn.com,+5491132510044,,+5491132510044,BARRIO EL CASCO S/N,General Pacheco - Buenos Aires,,http://www.terapeutabach.com.ar,,https://www.facebook.com/estela-bigiolli-flores-de-bach-graf%c3%b3loga-counseling-571094416726174,,Paginas Amarillas,60,B,phone
Intro Centro de Capacitacion & Coaching,Coaching,consultas@intro.com.ar,+543462315549,,+543462315549,Av Alem 71,Venado Tuerto - Santa Fe,,www.intro.com.ar,,https://www.facebook.com/introCapacitacionyCoaching/,,Paginas Amarillas,60,B,phone
Mara e Veiga - Coach de Relaciones,Coaching,maraeveiga@gmail.com,+5491150097348,,+5491150097348,Av A Gallardo 52 Piso 5,Villa Crespo - Ciudad de Buenos Aires,,http://www.maraeveiga.com,,https://www.facebook.com/mujeresqueamandemasiadoautoayuda,,Paginas Amarillas,60,B,phone
Colchonería Hipersueño SA,Colchones,hipersuenosa@live.com.ar,+543584632533,,+543584632533,La Rioja S/N Piso S/N,Río Cuarto - Cordoba,,http://www.hipersuenosa.com,,https://www.facebook.com/hipersueno,,Paginas Amarillas,60,B,phone
Kamea de Claudia Scarpinello - Colchonería - Blanquería,Colchones,kamea_blanqueria@hotmail.com.ar,+543584932450,,+543584932450,Córdoba 979,General Cabrera - Cordoba,,http://www.kameablanqueria.com.ar,,https://www.facebook.com/kameablanqueria,,Paginas Amarillas,60,B,phone
Ortopedia Limayquen,Colchones,yanina.varrone@limayquen.com.ar,+542994430611,,+542994430611,Mtro A Alcorta 582,Neuquén - Neuquen,,http://www.ortopedialimayquen.com,,https://www.facebook.com/ortopedia-limay-quen-414842568634576,,Paginas Amarillas,60,B,phone
Sedería Héctor,Colchones,sederiahector@gmail.com,+542214823211,,+542214823211,54 663,La Plata - Buenos Aires,,http://www.sederiahector.com,,https://www.facebook.com/sedería-hector-374843065867957,,Paginas Amarillas,60,B,phone
Colegio Remedios de Escalada,Colegios,coteju@hotmail.com.ar,+543884241719,,+543884241719,R De Velazco 346,San Salvador de Jujuy - Jujuy,,http://www.colegioremediosdeescaladasanmartin.com,,https://www.facebook.com/colegioremediosdeescalada2016,,Paginas Amarillas,60,B,phone
